FlightDate,Atrasos,Cancelamentos,Cold,Fog,Rain,Snow,Storm
2019-10-07,163.0,100,-10.0,499,762.0,13,9
2019-10-08,-728.0,81,60.0,963,-1077.0,25,11
2019-10-09,815.0,98,10.0,926,-523.0,368,7
2019-10-10,1952.0,387,-42.0,784,1038.0,647,31
2019-10-11,1265.0,297,-30.0,550,1622.0,602,68
2019-10-12,-4618.0,68,12.0,588,-2603.0,765,56
2019-10-13,1104.0,82,-9.0,606,397.0,517,0
2019-10-14,-238.0,63,24.0,966,-77.0,67,3
2019-10-15,-128.0,79,4.0,847,647.0,26,2
2019-10-16,1432.0,131,9.0,769,2542.0,53,4
2019-10-17,194.0,340,-28.0,663,-2826.0,30,28
2019-10-18,-644.0,84,2.0,514,-961.0,111,27
2019-10-19,-1339.0,50,3.0,572,2014.0,74,10
2019-10-20,2495.0,220,-4.0,1519,241.0,327,80
2019-10-21,1254.0,369,-8.0,1354,655.0,199,96
2019-10-22,-2204.0,153,27.0,950,-481.0,49,51
2019-10-23,-1241.0,68,-27.0,693,-1670.0,275,22
2019-10-24,1174.0,481,-1.0,488,-358.0,432,13
2019-10-25,924.0,182,10.0,511,1552.0,98,28
2019-10-26,-2292.0,164,14.0,945,784.0,189,26
2019-10-27,1922.0,177,-28.0,771,247.0,546,28
2019-10-28,-931.0,210,18.0,1423,-3429.0,604,7
2019-10-29,668.0,720,7.0,1585,2001.0,1056,5
2019-10-30,1425.0,290,31.0,1746,2699.0,864,15
2019-10-31,-501.0,734,-26.0,923,365.0,816,17
2019-11-01,-1280.0,303,-12.0,226,-4072.0,584,43
2019-11-02,-1692.0,74,-22.0,420,-931.0,486,1
2019-11-03,452.0,68,-1.0,551,-40.0,249,5
2019-11-04,-174.0,62,7.0,535,305.0,596,1
2019-11-05,27.0,78,44.0,898,256.0,374,6
2019-11-06,165.0,102,-24.0,1331,-231.0,939,1
2019-11-07,1719.0,94,-16.0,1014,2055.0,721,5
2019-11-08,81.0,94,16.0,757,-1304.0,497,4
2019-11-09,-2363.0,44,-33.0,529,-996.0,316,1
2019-11-10,546.0,66,-6.0,832,-260.0,702,4
2019-11-11,3142.0,1695,39.0,1083,915.0,2362,95
2019-11-12,189.0,236,10.0,687,1059.0,1746,9
2019-11-13,-2608.0,151,-25.0,532,-1769.0,830,5
2019-11-14,126.0,113,-11.0,793,519.0,606,6
2019-11-15,98.0,70,19.0,976,932.0,101,1
2019-11-16,-1568.0,45,-5.0,1027,-888.0,115,1
2019-11-17,913.0,51,-34.0,843,-109.0,210,8
2019-11-18,906.0,102,21.0,1417,264.0,107,7
2019-11-19,-1132.0,127,20.0,1872,379.0,361,0
2019-11-20,536.0,146,4.0,1771,148.0,470,31
2019-11-21,66.0,75,-1.0,887,1551.0,1071,1
2019-11-22,496.0,59,-20.0,882,-167.0,686,3
2019-11-23,-1441.0,26,-27.0,1009,-594.0,131,7
2019-11-24,312.0,34,38.0,592,-512.0,394,35
2019-11-25,-194.0,115,-18.0,748,-1438.0,491,46
2019-11-26,1226.0,643,10.0,1118,420.0,1052,100
2019-11-27,1344.0,123,68.0,836,2874.0,1468,175
2019-11-28,-3349.0,18,-69.0,683,-1465.0,1337,35
2019-11-29,450.0,378,27.0,2154,28.0,1353,32
2019-11-30,3755.0,369,17.0,1663,1087.0,2343,160
2019-12-01,1937.0,798,-11.0,1073,721.0,2147,94
2019-12-02,-674.0,850,4.0,553,-2807.0,1622,17
2019-12-03,-1852.0,412,-14.0,636,-1223.0,963,12
2019-12-04,-854.0,153,-25.0,718,851.0,605,10
2019-12-05,-1086.0,73,9.0,1139,-563.0,835,17
2019-12-06,231.0,132,-24.0,712,469.0,479,7
2019-12-07,-1542.0,119,2.0,910,112.0,219,10
2019-12-08,862.0,88,-16.0,1207,12.0,589,10
2019-12-09,2640.0,375,72.0,2231,2154.0,1036,27
2019-12-10,-2118.0,126,130.0,1054,-64.0,1307,2
2019-12-11,1522.0,151,28.0,838,-1458.0,1537,4
2019-12-12,-1259.0,60,-180.0,640,-426.0,894,5
2019-12-13,1258.0,152,-22.0,1826,2180.0,1096,19
2019-12-14,-1677.0,94,52.0,3333,457.0,1415,10
2019-12-15,205.0,135,28.0,1591,-3337.0,1647,15
2019-12-16,1046.0,174,-26.0,1398,992.0,1463,7
2019-12-17,1075.0,332,29.0,1174,1215.0,1378,11
2019-12-18,-164.0,297,80.0,554,-2219.0,1098,8
2019-12-19,1.0,156,-150.0,413,-68.0,546,8
2019-12-20,-269.0,106,-9.0,693,435.0,247,17
2019-12-21,-465.0,52,-7.0,852,288.0,77,13
2019-12-22,1603.0,126,-2.0,1084,1086.0,73,9
2019-12-23,10.0,217,32.0,1531,574.0,139,0
2019-12-24,-2910.0,339,-33.0,1782,-1990.0,393,0
2019-12-25,-1139.0,167,-13.0,1918,-283.0,620,2
2019-12-26,2601.0,127,29.0,1810,200.0,664,1
2019-12-27,-495.0,199,23.0,1749,439.0,555,2
2019-12-28,1644.0,352,-16.0,2700,2167.0,1090,5
2019-12-29,-300.0,319,-3.0,1791,2372.0,1412,55
2019-12-30,201.0,335,42.0,1102,-2174.0,1981,51
2019-12-31,-2280.0,160,-24.0,606,-2943.0,1539,15
2020-01-01,-821.0,145,-50.0,359,58.0,830,45
2020-01-02,566.0,112,7.0,599,1798.0,624,14
2020-01-03,1133.0,141,14.0,1434,1122.0,512,6
2020-01-04,463.0,150,0.0,1485,-89.0,801,17
2020-01-05,-759.0,100,-2.0,436,-2972.0,919,92
2020-01-06,-923.0,67,5.0,392,-256.0,658,55
2020-01-07,-1137.0,95,-8.0,344,385.0,763,30
2020-01-08,616.0,118,96.0,500,-293.0,1227,9
2020-01-09,-657.0,73,-87.0,382,342.0,840,12
2020-01-10,1379.0,848,28.0,787,2026.0,936,15
2020-01-11,189.0,1558,96.0,689,2658.0,1661,59
2020-01-12,388.0,265,-130.0,812,-2832.0,1354,24
2020-01-13,-279.0,243,30.0,1988,-514.0,1515,27
2020-01-14,-1025.0,279,64.0,2858,474.0,1324,3
2020-01-15,-501.0,104,22.0,2872,-1569.0,904,3
2020-01-16,2922.0,268,70.0,1388,1056.0,1303,21
2020-01-17,-996.0,1679,-88.0,1316,-74.0,1922,38
2020-01-18,-584.0,589,-60.0,1499,1097.0,3335,224
2020-01-19,-950.0,114,-22.0,936,-1857.0,2053,8
2020-01-20,164.0,63,72.0,497,-1150.0,1499,5
2020-01-21,-509.0,134,-52.0,516,642.0,669,8
2020-01-22,-232.0,86,-28.0,801,1075.0,1099,18
2020-01-23,995.0,137,6.0,1704,613.0,1492,1
2020-01-24,17.0,345,17.0,1932,1188.0,1330,2
2020-01-25,-893.0,75,-14.0,1577,-687.0,1237,2
2020-01-26,202.0,40,8.0,1674,-1032.0,977,1
2020-01-27,919.0,312,-15.0,1756,-530.0,1330,8
2020-01-28,-1301.0,67,12.0,1675,463.0,1521,17
2020-01-29,-410.0,42,-17.0,944,-489.0,1034,13
2020-01-30,802.0,64,22.0,1377,-766.0,621,16
2020-01-31,864.0,103,-23.0,1304,1148.0,1023,11
2020-02-01,-1112.0,67,12.0,1891,2.0,543,37
2020-02-02,-135.0,51,-33.0,683,-1284.0,638,19
2020-02-03,1077.0,262,44.0,443,-16.0,723,71
2020-02-04,-1077.0,125,48.0,596,1967.0,743,5
2020-02-05,419.0,326,1.0,858,1196.0,1464,5
2020-02-06,5098.0,988,-44.0,1405,2125.0,1916,13
2020-02-07,135.0,1063,5.0,840,-2661.0,2810,81
2020-02-08,-5251.0,130,55.0,662,-2324.0,1850,8
2020-02-09,1877.0,653,-62.0,875,52.0,1746,11
2020-02-10,-989.0,128,52.0,1228,3003.0,962,5
2020-02-11,-975.0,135,20.0,1937,-21.0,1116,37
2020-02-12,420.0,352,-24.0,1548,-643.0,1759,53
2020-02-13,5253.0,617,75.0,1281,257.0,2094,9
2020-02-14,-4230.0,54,122.0,518,-2809.0,791,27
2020-02-15,-1481.0,18,-231.0,279,-217.0,415,3
2020-02-16,-105.0,85,-23.0,754,1026.0,530,7
2020-02-17,426.0,54,-6.0,1497,-198.0,1053,6
2020-02-18,712.0,78,36.0,1705,1390.0,1416,5
2020-02-19,-926.0,38,74.0,957,-411.0,677,3
2020-02-20,739.0,313,133.0,632,453.0,935,9
2020-02-21,-101.0,72,-186.0,246,-2212.0,268,7
2020-02-22,-1065.0,11,-55.0,327,118.0,26,1
2020-02-23,500.0,43,-9.0,398,686.0,321,12
2020-02-24,-35.0,52,14.0,621,1714.0,434,66
2020-02-25,195.0,69,-9.0,1274,-15.0,736,67
2020-02-26,1731.0,63,24.0,1540,-933.0,1281,9
2020-02-27,-623.0,147,-31.0,495,-588.0,1616,18
2020-02-28,-914.0,66,12.0,414,-1136.0,1055,2
2020-02-29,-738.0,35,-11.0,487,184.0,614,14
2020-03-01,469.0,77,3.0,298,-195.0,481,32
2020-03-02,-272.0,24,17.0,462,1606.0,439,20
2020-03-03,-441.0,44,9.0,1007,1247.0,373,53
2020-03-04,1564.0,97,-20.0,883,272.0,285,52
2020-03-05,-991.0,42,5.0,451,-757.0,503,97
2020-03-06,747.0,36,-22.0,516,-1369.0,658,7
2020-03-07,-1479.0,44,-26.0,229,-574.0,264,14
2020-03-08,733.0,65,-8.0,338,-87.0,177,33
2020-03-09,-430.0,93,22.0,388,1694.0,351,7
2020-03-10,359.0,198,29.0,588,707.0,269,8
2020-03-11,-223.0,282,-9.0,1600,-1348.0,382,35
2020-03-12,292.0,131,-8.0,1310,-71.0,338,15
2020-03-13,2285.0,332,0.0,729,2360.0,833,11
2020-03-14,-1859.0,192,-18.0,966,-1149.0,1662,14
2020-03-15,-454.0,280,2.0,1212,-450.0,771,3
2020-03-16,-583.0,451,18.0,1292,-293.0,647,5
2020-03-17,-120.0,1188,14.0,1614,625.0,306,5
2020-03-18,300.0,2280,0.0,1562,194.0,438,1
2020-03-19,776.0,4133,2.0,1972,2322.0,1043,59
2020-03-20,-113.0,4566,-9.0,944,-1554.0,976,56
2020-03-21,-920.0,4677,2.0,384,-2063.0,296,8
2020-03-22,-145.0,6430,-5.0,884,498.0,680,1
2020-03-23,-165.0,8610,3.0,1814,1803.0,923,3
2020-03-24,-411.0,8817,0.0,1378,-1317.0,673,10
2020-03-25,-137.0,9951,-7.0,1417,210.0,560,8
2020-03-26,-94.0,10822,5.0,1148,-1871.0,337,17
2020-03-27,-62.0,11686,8.0,1070,315.0,227,32
2020-03-28,64.0,9280,-21.0,1237,2999.0,382,45
2020-03-29,-105.0,10705,18.0,1232,-768.0,505,43
2020-03-30,15.0,11808,-14.0,815,-1094.0,373,6
2020-03-31,21.0,10935,4.0,558,613.0,341,4
2020-04-01,117.0,8363,-6.0,408,-1313.0,486,8
2020-04-02,-95.0,8685,14.0,613,-618.0,978,7
2020-04-03,-22.0,8212,10.0,516,1311.0,841,6
2020-04-04,-188.0,6625,-20.0,461,-294.0,255,2
2020-04-05,-40.0,7608,-7.0,940,-627.0,143,1
2020-04-06,764.0,7964,9.0,1009,61.0,139,8
2020-04-07,-802.0,6609,9.0,1212,480.0,69,8
2020-04-08,95.0,4929,9.0,1144,-210.0,68,33
2020-04-09,-3.0,5161,12.0,532,700.0,819,74
2020-04-10,-106.0,5200,-15.0,219,-1103.0,722,13
2020-04-11,-33.0,4538,-15.0,179,-531.0,299,6
2020-04-12,85.0,4352,14.0,720,2798.0,1236,92
2020-04-13,57.0,4212,30.0,577,1538.0,1259,64
2020-04-14,-142.0,3184,-16.0,285,-4669.0,1209,5
2020-04-15,13.0,3067,-9.0,366,674.0,1113,8
2020-04-16,-41.0,3915,-6.0,267,-581.0,1122,6
2020-04-17,85.0,3695,5.0,373,376.0,1017,8
2020-04-18,-23.0,2865,9.0,509,1134.0,398,2
2020-04-19,43.0,3449,-26.0,712,144.0,163,6
2020-04-20,-99.0,3432,18.0,688,446.0,79,19
2020-04-21,-42.0,3330,-11.0,697,-1453.0,457,15
2020-04-22,46.0,3282,0.0,449,553.0,383,4
2020-04-23,-9.0,3377,5.0,740,2022.0,119,18
2020-04-24,149.0,3071,16.0,1124,-243.0,143,7
2020-04-25,-112.0,2695,-21.0,891,-1344.0,17,4
2020-04-26,-14.0,2999,5.0,765,34.0,13,3
2020-04-27,-43.0,3160,-9.0,354,-490.0,99,9
2020-04-28,9.0,3025,34.0,622,27.0,33,52
2020-04-29,13.0,2892,-6.0,569,1629.0,68,71
2020-04-30,46.0,2952,-26.0,493,836.0,26,17
2020-05-01,-15.0,2449,30.0,569,-2292.0,1,21
2020-05-02,-39.0,1420,-13.0,347,-928.0,1,18
2020-05-03,73.0,640,-1.0,317,304.0,45,11
2020-05-04,-12.0,674,-13.0,423,174.0,42,16
2020-05-05,-37.0,305,3.0,555,674.0,25,22
2020-05-06,-18.0,347,-9.0,379,-384.0,28,16
2020-05-07,73.0,436,17.0,309,-1063.0,30,36
2020-05-08,52.0,465,-1.0,276,1790.0,256,54
2020-05-09,-138.0,291,-8.0,258,-1335.0,769,33
2020-05-10,51.0,381,-2.0,205,206.0,139,13
2020-05-11,-5.0,368,0.0,205,167.0,191,13
2020-05-12,-41.0,221,13.0,476,576.0,191,11
2020-05-13,-17.0,303,9.0,763,-185.0,49,5
2020-05-14,289.0,259,-4.0,1018,1135.0,11,20
2020-05-15,-118.0,285,1.0,743,-52.0,24,17
2020-05-16,-77.0,207,9.0,943,-14.0,3,30
2020-05-17,12.0,261,-29.0,622,1072.0,6,4
2020-05-18,5.0,266,19.0,750,198.0,46,25
2020-05-19,-83.0,197,13.0,631,-699.0,20,20
2020-05-20,48.0,315,13.0,578,-772.0,9,38
2020-05-21,97.0,213,-26.0,668,-151.0,19,27
2020-05-22,90.0,205,-4.0,843,80.0,25,12
2020-05-23,-154.0,172,-4.0,1061,-192.0,124,18
2020-05-24,117.0,245,-6.0,828,-499.0,46,31
2020-05-25,-87.0,212,-9.0,912,1406.0,22,24
2020-05-26,-29.0,153,22.0,1126,213.0,0,6
2020-05-27,62.0,277,13.0,1123,-594.0,0,7
2020-05-28,69.0,186,-3.0,960,1040.0,0,6
2020-05-29,-38.0,189,-29.0,704,-1792.0,0,7
2020-05-30,-82.0,153,8.0,583,-740.0,0,17
2020-05-31,43.0,166,-11.0,330,-545.0,2,29
2020-06-01,15.0,70,13.0,253,-128.0,5,8
2020-06-02,-93.0,41,-17.0,424,-9.0,4,9
2020-06-03,40.0,32,27.0,494,576.0,0,23
2020-06-04,132.0,31,-9.0,779,405.0,0,27
2020-06-05,29.0,46,22.0,799,293.0,0,47
2020-06-06,-50.0,48,-33.0,786,48.0,1,120
2020-06-07,1.0,105,-3.0,260,213.0,25,104
2020-06-08,-67.0,71,5.0,365,-371.0,66,55
2020-06-09,15.0,27,13.0,587,957.0,83,146
2020-06-10,3.0,32,17.0,569,44.0,1,79
2020-06-11,111.0,23,-6.0,390,-1004.0,0,7
2020-06-12,5.0,34,-14.0,495,-1043.0,0,10
2020-06-13,-47.0,52,0.0,274,94.0,0,44
2020-06-14,44.0,29,-25.0,222,-105.0,21,37
2020-06-15,-107.0,33,23.0,309,507.0,2,10
2020-06-16,-65.0,23,17.0,363,350.0,2,46
2020-06-17,57.0,26,3.0,420,-356.0,11,15
2020-06-18,83.0,13,-1.0,635,167.0,0,4
2020-06-19,145.0,33,-27.0,718,498.0,2,9
2020-06-20,-3.0,17,17.0,909,190.0,0,5
2020-06-21,385.0,33,-12.0,950,-463.0,0,9
2020-06-22,89.0,23,34.0,775,809.0,0,16
2020-06-23,-349.0,24,17.0,654,-8.0,0,27
2020-06-24,-231.0,44,-15.0,495,-849.0,1,16
2020-06-25,214.0,30,-12.0,609,120.0,0,14
2020-06-26,26.0,12,-14.0,593,-285.0,0,18
2020-06-27,-139.0,26,-2.0,979,161.0,0,22
2020-06-28,155.0,23,14.0,886,42.0,0,45
2020-06-29,25.0,19,-3.0,739,417.0,0,24
2020-06-30,-248.0,10,19.0,555,-120.0,1,7
2020-07-01,281.0,41,-16.0,789,-141.0,0,11
2020-07-02,285.0,67,-14.0,1198,-1239.0,0,9
2020-07-03,-353.0,111,11.0,619,43.0,0,12
2020-07-04,-133.0,90,9.0,802,156.0,1,7
2020-07-05,395.0,35,-3.0,1836,158.0,0,8
2020-07-06,263.0,65,13.0,714,781.0,0,13
2020-07-07,-228.0,26,12.0,812,569.0,0,7
2020-07-08,-295.0,16,-4.0,860,-805.0,0,25
2020-07-09,246.0,61,2.0,764,-181.0,0,27
2020-07-10,492.0,104,-19.0,587,652.0,0,19
2020-07-11,-722.0,65,-9.0,591,-569.0,0,12
2020-07-12,270.0,45,-14.0,332,-502.0,0,27
2020-07-13,-224.0,57,40.0,650,-165.0,0,21
2020-07-14,-191.0,51,-17.0,569,267.0,0,16
2020-07-15,241.0,74,12.0,602,484.0,0,11
2020-07-16,-47.0,57,-18.0,816,-198.0,0,6
2020-07-17,10.0,59,-6.0,773,-517.0,0,7
2020-07-18,63.0,89,14.0,635,191.0,1,13
2020-07-19,683.0,95,-1.0,459,-96.0,0,10
2020-07-20,-435.0,105,-29.0,418,176.0,0,3
2020-07-21,-290.0,122,30.0,551,812.0,0,10
2020-07-22,108.0,147,-14.0,709,204.0,0,7
2020-07-23,-86.0,54,18.0,673,-164.0,0,13
2020-07-24,74.0,76,-43.0,660,-190.0,0,5
2020-07-25,-101.0,194,10.0,711,-55.0,0,24
2020-07-26,-83.0,272,-2.0,449,73.0,0,19
2020-07-27,90.0,167,3.0,352,11.0,0,7
2020-07-28,-246.0,173,25.0,536,401.0,0,11
2020-07-29,-43.0,233,-17.0,596,-160.0,0,1
2020-07-30,291.0,132,0.0,659,236.0,0,10
2020-07-31,-40.0,43,18.0,616,-245.0,1,7
2020-08-01,46.0,180,-31.0,719,-52.0,0,10
2020-08-02,35.0,115,5.0,631,-104.0,0,1
2020-08-03,405.0,150,2.0,519,-81.0,0,12
2020-08-04,-360.0,705,29.0,704,955.0,0,76
2020-08-05,-332.0,77,-11.0,568,-1830.0,0,4
2020-08-06,284.0,77,17.0,649,106.0,0,3
2020-08-07,-71.0,64,-32.0,656,164.0,0,8
2020-08-08,-178.0,29,-5.0,724,-232.0,0,4
2020-08-09,271.0,27,-1.0,785,157.0,0,9
2020-08-10,563.0,111,40.0,696,-12.0,0,41
2020-08-11,-917.0,63,-11.0,793,4.0,0,12
2020-08-12,234.0,114,-3.0,743,-12.0,0,14
2020-08-13,212.0,74,-3.0,721,161.0,0,7
2020-08-14,-132.0,91,-3.0,719,310.0,0,10
2020-08-15,-1.0,65,-4.0,673,490.0,0,4
2020-08-16,252.0,155,-21.0,733,-468.0,0,10
2020-08-17,-217.0,137,11.0,774,-765.0,0,26
2020-08-18,-297.0,92,17.0,794,101.0,0,6
2020-08-19,144.0,55,3.0,789,61.0,0,4
2020-08-20,-11.0,71,-9.0,837,-138.0,1,5
2020-08-21,-21.0,65,-19.0,1044,889.0,0,13
2020-08-22,-56.0,75,-5.0,1502,-43.0,0,6
2020-08-23,663.0,49,14.0,1593,-681.0,0,4
2020-08-24,-485.0,96,12.0,1253,557.0,0,5
2020-08-25,-341.0,75,6.0,1062,-7.0,0,8
2020-08-26,193.0,604,-5.0,717,-433.0,0,9
2020-08-27,157.0,440,0.0,660,493.0,0,66
2020-08-28,436.0,167,39.0,711,1010.0,0,23
2020-08-29,-692.0,71,-31.0,420,360.0,0,13
2020-08-30,887.0,182,-2.0,686,-1553.0,0,13
2020-08-31,-467.0,51,9.0,671,1147.0,2,8
2020-09-01,-47.0,266,-3.0,1081,-433.0,2,12
2020-09-02,-420.0,166,3.0,1014,421.0,1,19
2020-09-03,412.0,32,7.0,1233,-911.0,0,18
2020-09-04,-88.0,18,-31.0,749,-1017.0,0,3
2020-09-05,-181.0,22,-32.0,570,-179.0,2,1
2020-09-06,-92.0,26,14.0,640,248.0,0,7
2020-09-07,258.0,24,-8.0,707,174.0,12,13
2020-09-08,401.0,128,45.0,1180,1981.0,454,81
2020-09-09,-192.0,74,4.0,1321,1445.0,394,18
2020-09-10,-326.0,52,-17.0,1856,-828.0,89,3
2020-09-11,-153.0,59,-20.0,1969,-1443.0,22,3
2020-09-12,10.0,146,10.0,1793,868.0,2,2
2020-09-13,5.0,195,-14.0,1548,-931.0,0,3
2020-09-14,60.0,237,3.0,1564,-1344.0,0,2
2020-09-15,-262.0,371,18.0,1082,352.0,0,4
2020-09-16,154.0,248,22.0,1349,483.0,1,50
2020-09-17,459.0,140,-29.0,1376,1381.0,2,0
2020-09-18,-279.0,48,-12.0,1135,-1379.0,0,0
2020-09-19,-165.0,42,-23.0,597,-1009.0,4,6
2020-09-20,65.0,18,9.0,597,402.0,1,6
2020-09-21,-98.0,18,-7.0,698,275.0,1,3
2020-09-22,8.0,46,39.0,999,501.0,3,4
2020-09-23,-48.0,20,0.0,1090,-209.0,4,0
2020-09-24,163.0,22,-11.0,915,933.0,7,4
2020-09-25,14.0,8,4.0,1640,49.0,5,4
2020-09-26,-60.0,59,11.0,1641,-1129.0,0,19
2020-09-27,43.0,9,-7.0,1445,70.0,1,21
2020-09-28,-49.0,10,14.0,980,1818.0,5,21
2020-09-29,-31.0,14,-4.0,903,-738.0,12,2
2020-09-30,-23.0,5,-5.0,649,397.0,10,5
2020-10-01,320.0,104,-18.0,710,-1705.0,4,0
2020-10-02,-103.0,73,0.0,827,-229.0,33,3
2020-10-03,-84.0,74,9.0,1052,-117.0,11,0
2020-10-04,131.0,67,-20.0,1152,217.0,19,1
2020-10-05,-184.0,57,23.0,1127,-561.0,5,0
2020-10-06,-203.0,66,13.0,1370,-226.0,8,5
2020-10-07,1.0,66,-13.0,1318,302.0,0,12
2020-10-08,372.0,66,-20.0,1312,-244.0,2,0
2020-10-09,49.0,121,9.0,923,742.0,3,11
2020-10-10,-9.0,83,8.0,872,2005.0,1,23
2020-10-11,243.0,67,11.0,1100,70.0,86,72
2020-10-12,-195.0,62,-13.0,1194,-318.0,20,90
2020-10-13,-404.0,64,4.0,1243,-947.0,19,12
2020-10-14,41.0,68,-4.0,931,-970.0,37,60
2020-10-15,241.0,23,-16.0,733,35.0,102,14
2020-10-16,157.0,17,-6.0,611,1193.0,227,16
2020-10-17,-197.0,12,-1.0,506,-785.0,502,43
2020-10-18,272.0,20,-16.0,666,-130.0,464,9
2020-10-19,-63.0,7,30.0,1079,788.0,397,10
2020-10-20,-260.0,13,-3.0,1990,-69.0,607,6
2020-10-21,-78.0,21,-10.0,2046,-147.0,506,2
2020-10-22,414.0,9,3.0,2358,132.0,695,4
2020-10-23,1518.0,21,7.0,1252,493.0,669,9
2020-10-24,-1804.0,18,-1.0,890,-769.0,569,13
2020-10-25,826.0,342,-15.0,1173,474.0,1106,15
2020-10-26,-41.0,131,82.0,1587,593.0,1464,26
2020-10-27,-645.0,116,-23.0,1705,-607.0,827,11
2020-10-28,-129.0,119,-23.0,1671,1510.0,361,11
2020-10-29,406.0,57,-25.0,459,-310.0,98,27
2020-10-30,-343.0,11,13.0,688,-1845.0,418,13
2020-10-31,-295.0,19,-5.0,707,-1313.0,35,80
2020-11-01,370.0,22,-15.0,648,1553.0,484,28
2020-11-02,-83.0,15,23.0,553,-1438.0,285,12
2020-11-03,-398.0,18,-3.0,589,0.0,152,1
2020-11-04,63.0,16,-11.0,582,-25.0,12,4
2020-11-05,345.0,17,-13.0,773,147.0,13,6
2020-11-06,-187.0,17,6.0,1191,140.0,53,11
2020-11-07,-26.0,14,-2.0,972,518.0,156,15
2020-11-08,443.0,138,-45.0,75,-949.0,52,3
2020-11-09,-136.0,92,36.0,521,981.0,394,14
2020-11-10,-201.0,19,22.0,1095,1776.0,861,22
2020-11-11,-54.0,148,10.0,1241,1338.0,665,14
2020-11-12,532.0,83,2.0,1136,-265.0,508,9
2020-11-13,-411.0,40,-10.0,1134,-2474.0,467,37
2020-11-14,-18.0,44,-15.0,1098,-266.0,407,171
2020-11-15,385.0,32,-3.0,704,1758.0,545,154
2020-11-16,-477.0,29,37.0,451,-2035.0,360,28
2020-11-17,-212.0,28,-23.0,460,-434.0,627,13
2020-11-18,32.0,12,10.0,260,278.0,225,38
2020-11-19,262.0,24,-7.0,391,-222.0,156,8
2020-11-20,55.0,37,-2.0,566,-141.0,175,0
2020-11-21,117.0,31,-26.0,1160,566.0,72,0
2020-11-22,162.0,40,17.0,1112,983.0,510,5
2020-11-23,-264.0,55,26.0,1208,126.0,464,5
2020-11-24,1193.0,139,-7.0,1241,-196.0,1151,9
2020-11-25,-1011.0,182,-12.0,1253,1437.0,429,16
2020-11-26,-628.0,324,3.0,1509,-950.0,251,9
2020-11-27,273.0,215,-3.0,1757,-1340.0,154,11
2020-11-28,224.0,65,10.0,905,1104.0,107,12
2020-11-29,240.0,35,-34.0,837,-200.0,123,12
2020-11-30,462.0,175,48.0,450,2442.0,807,17
2020-12-01,-195.0,127,-22.0,469,-3578.0,694,24
2020-12-02,-680.0,42,7.0,328,-187.0,446,14
2020-12-03,45.0,58,-4.0,513,165.0,135,2
2020-12-04,-101.0,87,3.0,532,497.0,62,1
2020-12-05,13.0,68,-29.0,640,860.0,425,7
2020-12-06,79.0,61,17.0,733,-1570.0,299,0
2020-12-07,-5.0,75,13.0,847,394.0,294,3
2020-12-08,-268.0,29,-8.0,775,-804.0,200,6
2020-12-09,-14.0,40,19.0,818,75.0,278,5
2020-12-10,203.0,44,32.0,1212,78.0,177,2
2020-12-11,102.0,46,-47.0,1236,1051.0,701,5
2020-12-12,-16.0,83,-6.0,1737,1005.0,1253,19
2020-12-13,687.0,73,25.0,1557,194.0,1527,17
2020-12-14,-591.0,40,6.0,786,124.0,1519,7
2020-12-15,-222.0,24,-23.0,620,-2156.0,1171,5
2020-12-16,291.0,697,-2.0,806,2168.0,1527,5
2020-12-17,964.0,653,6.0,1207,-1683.0,1978,10
2020-12-18,-106.0,69,-35.0,781,-791.0,669,4
2020-12-19,455.0,55,39.0,714,1135.0,453,38
2020-12-20,-753.0,62,-11.0,1352,687.0,524,47
2020-12-21,3.0,119,-16.0,1832,-772.0,522,42
2020-12-22,127.0,53,35.0,918,-555.0,554,45
2020-12-23,538.0,424,-8.0,713,-121.0,1106,620
2020-12-24,-828.0,133,31.0,803,3050.0,1333,129
2020-12-25,-366.0,200,4.0,342,-1284.0,1518,18
2020-12-26,1610.0,124,-60.0,397,-1853.0,969,8
2020-12-27,82.0,39,-6.0,421,-303.0,885,7
2020-12-28,-975.0,54,29.0,703,743.0,1025,5
2020-12-29,286.0,340,65.0,1093,-257.0,1588,8
2020-12-30,896.0,229,-37.0,645,2108.0,1669,17
2020-12-31,-1427.0,105,-54.0,1052,1493.0,1073,12
2021-01-01,89.0,399,27.0,1766,143.0,1353,4
2021-01-02,971.0,73,-19.0,2124,-1867.0,1085,18
2021-01-03,750.0,66,2.0,1775,-320.0,860,37
2021-01-04,-861.0,190,3.0,1637,-1408.0,699,7
2021-01-05,-1571.0,36,1.0,1964,-134.0,894,19
2021-01-06,-25.0,15,-7.0,1087,404.0,454,7
2021-01-07,-30.0,23,5.0,1373,168.0,449,8
2021-01-08,645.0,153,-11.0,1342,182.0,683,1
2021-01-09,-572.0,30,13.0,1540,-1298.0,446,3
2021-01-10,613.0,458,1.0,991,740.0,960,7
2021-01-11,-716.0,42,17.0,708,165.0,484,1
2021-01-12,-241.0,23,-15.0,1208,221.0,262,15
2021-01-13,735.0,43,9.0,1068,-636.0,172,130
2021-01-14,-513.0,71,2.0,1125,297.0,773,470
2021-01-15,411.0,84,-15.0,850,239.0,1700,259
2021-01-16,-481.0,27,4.0,1105,251.0,1783,15
2021-01-17,184.0,21,-32.0,609,-1116.0,1873,8
2021-01-18,-138.0,22,10.0,555,-157.0,2080,22
2021-01-19,-180.0,28,9.0,642,390.0,1611,35
